default|education|contact|marital|poutcome|housing|loan|month|job|balance|day_of_week|campaign|age|pdays|previous|duration|y
no|tertiary|cellular|married|unknown|no|no|aug|management|382|27|19|31|-1|0|43|no
no|tertiary|cellular|single|unknown|yes|no|aug|management|816|27|3|39|-1|0|37|no
no|tertiary|cellular|married|unknown|no|no|aug|self-employed|6383|27|5|42|-1|0|111|no
no|secondary|cellular|divorced|unknown|yes|no|aug|technician|54|27|3|36|-1|0|1642|yes
no|secondary|cellular|married|unknown|no|no|aug|technician|682|27|3|44|-1|0|85|no
no|secondary|cellular|married|unknown|no|no|aug|services|1905|27|5|58|-1|0|202|no
no|secondary|cellular|married|unknown|no|no|aug|housemaid|260|27|5|51|-1|0|316|no
no|tertiary|cellular|single|unknown|no|no|aug|management|168|27|13|30|-1|0|35|no
no|tertiary|cellular|single|unknown|no|yes|aug|technician|4979|27|2|31|-1|0|33|no
no|secondary|cellular|married|unknown|no|no|aug|services|83|27|11|56|-1|0|26|no
no|tertiary|cellular|single|unknown|yes|no|aug|management|347|27|6|31|-1|0|59|no
no|secondary|cellular|married|unknown|yes|no|aug|technician|616|27|7|32|-1|0|118|no
no|secondary|cellular|married|unknown|yes|no|aug|blue-collar|1859|27|5|57|-1|0|72|no
no|tertiary|cellular|married|unknown|no|no|aug|management|2460|27|11|48|-1|0|106|no
no|secondary|cellular|single|unknown|yes|no|aug|technician|5118|27|12|32|-1|0|263|no
no|tertiary|cellular|single|unknown|yes|yes|aug|management|1374|27|12|33|-1|0|93|no
no|tertiary|telephone|married|unknown|no|no|aug|management|2437|27|8|54|-1|0|1176|no
no|primary|cellular|married|unknown|no|no|aug|blue-collar|334|27|3|50|-1|0|79|no
no|tertiary|cellular|single|unknown|yes|no|aug|management|-218|27|15|30|-1|0|13|no
no|tertiary|cellular|married|unknown|yes|no|aug|management|0|27|4|30|-1|0|453|no
no|tertiary|cellular|divorced|unknown|no|no|aug|management|124|27|11|54|-1|0|119|no
no|unknown|cellular|married|unknown|no|no|aug|self-employed|204|27|5|54|-1|0|231|no
no|tertiary|cellular|divorced|unknown|no|no|aug|management|321|27|4|56|-1|0|49|no
no|primary|cellular|married|unknown|no|no|aug|housemaid|3918|27|3|38|-1|0|101|no
no|tertiary|cellular|married|unknown|no|no|aug|self-employed|424|27|8|45|-1|0|141|no
no|secondary|cellular|married|unknown|no|no|aug|management|0|27|7|50|-1|0|97|no
no|secondary|cellular|married|unknown|no|no|aug|retired|235|27|4|58|-1|0|88|no
no|secondary|cellular|married|unknown|no|yes|aug|services|60|27|8|50|-1|0|151|no
no|tertiary|cellular|married|unknown|no|no|aug|management|1713|27|5|55|-1|0|88|no
no|secondary|cellular|single|unknown|no|no|aug|technician|109|27|3|32|-1|0|101|no
no|secondary|cellular|married|unknown|no|no|aug|blue-collar|0|27|3|50|-1|0|78|no
no|secondary|cellular|divorced|unknown|no|no|aug|technician|28|27|9|53|-1|0|293|no
yes|tertiary|cellular|married|unknown|no|no|aug|management|0|27|19|43|-1|0|25|no
yes|secondary|cellular|divorced|unknown|no|no|aug|technician|20|27|3|48|-1|0|145|no
no|secondary|cellular|single|unknown|no|no|aug|blue-collar|243|27|10|37|-1|0|167|no
no|secondary|cellular|married|unknown|no|no|aug|housemaid|2220|27|3|43|-1|0|177|no
no|secondary|cellular|married|unknown|yes|no|aug|admin.|68|27|3|46|-1|0|267|no
no|tertiary|cellular|married|unknown|no|no|aug|management|5065|27|19|37|-1|0|23|no
no|tertiary|cellular|married|unknown|no|no|aug|management|753|27|9|35|-1|0|111|no
no|secondary|cellular|married|unknown|no|no|aug|services|84|27|3|36|-1|0|206|no
no|tertiary|cellular|married|unknown|no|no|aug|management|12|27|10|53|-1|0|345|no
no|secondary|cellular|married|unknown|no|no|aug|technician|1940|27|10|33|-1|0|46|no
no|secondary|cellular|married|unknown|no|no|aug|technician|171|27|3|31|-1|0|81|no
no|tertiary|cellular|single|unknown|no|no|aug|technician|930|27|7|32|-1|0|85|no
no|tertiary|cellular|single|unknown|no|no|aug|management|0|27|3|31|-1|0|448|no
no|tertiary|cellular|single|unknown|no|no|aug|management|27|27|6|40|-1|0|165|no
no|secondary|cellular|divorced|unknown|no|no|aug|technician|376|27|3|50|-1|0|142|no
no|tertiary|cellular|single|unknown|no|no|aug|admin.|725|27|4|32|-1|0|53|no
no|secondary|telephone|married|unknown|no|no|aug|technician|4594|27|5|40|-1|0|296|no
no|tertiary|cellular|single|unknown|no|no|aug|management|5976|27|2|39|-1|0|113|no
no|tertiary|cellular|divorced|unknown|no|no|aug|management|253|27|6|53|-1|0|202|no
no|secondary|cellular|married|unknown|no|no|aug|management|80|27|3|37|-1|0|155|no
no|tertiary|cellular|married|unknown|no|no|aug|technician|148|27|20|33|-1|0|15|no
no|secondary|telephone|single|unknown|yes|no|aug|management|113|27|9|39|-1|0|23|no
yes|secondary|cellular|married|unknown|no|no|aug|management|-1545|27|13|40|-1|0|70|no
no|secondary|cellular|married|unknown|no|no|aug|admin.|510|27|7|34|-1|0|33|no
no|tertiary|cellular|single|unknown|no|no|aug|management|4|27|3|30|-1|0|51|no
yes|tertiary|cellular|single|unknown|no|no|aug|technician|-1|27|13|34|-1|0|787|no
no|secondary|cellular|married|unknown|no|no|aug|technician|4073|27|5|56|-1|0|239|no
no|secondary|cellular|single|unknown|no|no|aug|technician|137|27|14|31|-1|0|27|no
no|tertiary|cellular|married|unknown|no|no|aug|entrepreneur|298|27|5|37|-1|0|183|no
no|tertiary|cellular|single|unknown|no|no|aug|management|682|27|3|34|-1|0|472|no
no|tertiary|cellular|single|unknown|no|no|aug|housemaid|206|27|5|37|-1|0|115|no
no|tertiary|cellular|married|unknown|no|no|aug|management|276|27|5|49|-1|0|62|no
no|primary|cellular|married|unknown|no|no|aug|housemaid|238|27|5|50|-1|0|968|no
no|secondary|telephone|married|unknown|no|no|aug|admin.|356|27|6|55|-1|0|554|no
no|secondary|cellular|married|unknown|no|no|aug|admin.|190|27|3|52|-1|0|276|no
no|tertiary|cellular|married|unknown|no|no|aug|management|0|27|7|48|-1|0|203|no
yes|secondary|cellular|married|unknown|no|no|aug|self-employed|2|27|3|40|-1|0|158|no
no|secondary|cellular|married|unknown|no|no|aug|technician|430|27|4|37|-1|0|154|no
yes|secondary|cellular|married|unknown|no|no|aug|technician|4|27|3|40|-1|0|145|no
no|tertiary|cellular|married|unknown|yes|yes|aug|management|-315|27|9|47|-1|0|112|no
no|tertiary|cellular|married|unknown|no|no|aug|blue-collar|1707|27|7|47|-1|0|71|no
no|secondary|cellular|married|unknown|yes|no|aug|blue-collar|-102|27|7|54|-1|0|164|no
no|tertiary|cellular|single|unknown|no|no|aug|management|627|27|5|33|-1|0|61|no
no|secondary|cellular|married|unknown|yes|no|aug|management|0|27|3|39|-1|0|63|no
no|tertiary|cellular|married|unknown|no|no|aug|self-employed|518|27|5|32|-1|0|462|no
no|secondary|cellular|single|unknown|no|no|aug|unemployed|0|27|3|38|-1|0|44|no
no|secondary|cellular|married|unknown|no|no|aug|blue-collar|534|27|6|45|-1|0|104|no
no|tertiary|cellular|married|unknown|no|yes|aug|entrepreneur|1194|28|10|35|-1|0|34|no
no|secondary|cellular|married|unknown|no|no|aug|technician|0|28|4|38|-1|0|82|no
no|secondary|cellular|married|unknown|no|no|aug|self-employed|1539|28|14|56|-1|0|149|no
no|secondary|cellular|single|unknown|yes|no|aug|management|7870|28|7|30|-1|0|82|no
no|tertiary|cellular|single|unknown|no|no|aug|technician|849|28|4|30|-1|0|81|no
no|tertiary|cellular|single|unknown|no|no|aug|management|2637|28|17|33|-1|0|583|yes
no|tertiary|telephone|single|unknown|no|no|aug|management|21|28|19|58|-1|0|315|no
no|tertiary|cellular|married|unknown|no|no|aug|management|1138|28|4|33|-1|0|73|no
no|secondary|cellular|single|unknown|no|no|aug|technician|201|28|9|31|-1|0|100|no
no|secondary|cellular|married|unknown|no|no|aug|admin.|715|28|13|50|-1|0|131|no
no|secondary|cellular|married|unknown|no|no|aug|technician|65|28|8|47|-1|0|118|no
no|tertiary|cellular|single|unknown|no|no|aug|management|5943|28|8|33|-1|0|81|no
no|secondary|cellular|married|unknown|no|no|aug|admin.|844|28|21|48|-1|0|12|no
no|tertiary|cellular|single|unknown|no|no|aug|management|2629|28|4|32|-1|0|77|no
no|tertiary|cellular|single|unknown|no|no|aug|management|0|28|10|33|-1|0|236|no
no|secondary|cellular|married|unknown|yes|no|aug|services|-11|28|6|46|-1|0|74|no
no|secondary|cellular|divorced|unknown|no|no|aug|technician|-278|28|8|43|-1|0|103|no
no|tertiary|cellular|married|unknown|yes|yes|aug|technician|0|28|6|33|-1|0|94|no
no|tertiary|cellular|married|unknown|no|no|aug|retired|136|28|6|58|-1|0|211|no
no|tertiary|cellular|married|unknown|no|no|aug|management|549|28|8|30|-1|0|59|no
no|tertiary|telephone|married|unknown|no|no|aug|management|1585|28|5|59|-1|0|91|no
no|secondary|cellular|single|unknown|no|no|aug|technician|0|28|10|30|-1|0|102|no
no|tertiary|cellular|married|unknown|no|no|aug|management|2676|28|4|41|-1|0|210|no
no|tertiary|cellular|single|unknown|no|no|aug|management|1134|28|4|32|-1|0|85|no
no|secondary|cellular|single|unknown|yes|no|aug|technician|1510|28|14|31|-1|0|74|no
no|secondary|cellular|married|unknown|no|no|aug|technician|-104|28|17|38|-1|0|13|no
no|tertiary|cellular|married|unknown|yes|no|aug|management|357|28|5|31|-1|0|104|no
yes|secondary|cellular|married|unknown|no|yes|aug|retired|-146|28|8|58|-1|0|192|no
no|secondary|cellular|single|unknown|yes|no|aug|technician|294|28|14|41|-1|0|150|no
no|secondary|cellular|single|unknown|no|no|aug|technician|17|28|15|32|-1|0|17|no
no|primary|cellular|married|unknown|yes|no|aug|blue-collar|1138|28|4|60|-1|0|116|no
no|tertiary|cellular|married|unknown|no|no|aug|management|13|28|5|31|-1|0|110|no
no|tertiary|cellular|married|unknown|no|no|aug|management|45|28|4|39|-1|0|148|no
no|tertiary|cellular|married|unknown|no|no|aug|management|0|28|19|58|-1|0|67|no
yes|primary|cellular|married|unknown|no|yes|aug|retired|-123|28|3|56|-1|0|146|no
no|tertiary|cellular|married|unknown|no|no|aug|management|630|28|8|34|-1|0|54|no
no|primary|cellular|married|unknown|no|no|aug|blue-collar|-27|28|8|52|-1|0|51|no
no|tertiary|cellular|married|unknown|no|no|aug|technician|52|28|10|36|-1|0|101|no
no|secondary|cellular|married|unknown|no|yes|aug|technician|-102|28|4|44|-1|0|65|no
no|tertiary|cellular|married|unknown|no|no|aug|self-employed|0|28|11|34|-1|0|730|yes
no|secondary|cellular|single|unknown|no|no|aug|management|465|28|12|43|-1|0|78|no
no|secondary|cellular|married|unknown|no|no|aug|technician|2473|28|4|36|-1|0|965|yes
no|secondary|cellular|married|unknown|no|no|aug|technician|3207|28|12|55|-1|0|85|no
no|tertiary|cellular|married|unknown|no|no|aug|management|2213|28|7|32|-1|0|73|no
no|secondary|cellular|married|unknown|no|no|aug|housemaid|505|28|7|46|-1|0|26|no
no|secondary|cellular|married|unknown|no|no|aug|technician|29|28|11|42|-1|0|53|no
no|tertiary|cellular|married|unknown|no|no|aug|management|678|28|15|32|-1|0|13|no
no|tertiary|cellular|married|unknown|yes|no|aug|technician|-204|28|4|39|-1|0|144|no
no|tertiary|cellular|married|unknown|no|no|aug|management|228|28|18|43|-1|0|47|no
no|tertiary|cellular|single|unknown|no|no|aug|management|27|28|3|32|-1|0|146|no
no|secondary|cellular|married|unknown|yes|no|aug|management|2873|28|16|45|-1|0|30|no
no|secondary|cellular|married|unknown|yes|yes|aug|entrepreneur|456|28|8|34|-1|0|137|no
no|tertiary|cellular|divorced|unknown|no|no|aug|technician|0|28|7|51|-1|0|84|no
no|tertiary|cellular|married|unknown|no|no|aug|unemployed|473|28|11|34|-1|0|94|no
no|tertiary|cellular|single|unknown|no|no|aug|management|1070|28|15|34|-1|0|91|no
no|secondary|cellular|single|unknown|yes|no|aug|technician|872|28|4|40|-1|0|71|no
no|tertiary|cellular|married|unknown|yes|yes|aug|entrepreneur|3463|28|3|44|-1|0|210|no
no|secondary|cellular|married|unknown|no|no|aug|management|1573|28|18|51|-1|0|72|no
no|primary|cellular|married|unknown|no|yes|aug|blue-collar|-272|28|5|51|-1|0|121|no
no|tertiary|cellular|married|unknown|no|no|aug|management|168|28|4|52|-1|0|165|no
no|tertiary|cellular|married|unknown|no|no|aug|management|75|28|5|57|-1|0|260|no
no|tertiary|cellular|divorced|unknown|no|no|aug|management|0|28|4|36|-1|0|81|no
no|secondary|cellular|married|unknown|no|no|aug|technician|264|28|4|33|-1|0|180|no
yes|secondary|cellular|married|unknown|no|no|aug|services|2262|28|8|53|-1|0|116|no
no|tertiary|cellular|married|unknown|no|no|aug|management|561|28|8|57|-1|0|54|no
no|tertiary|cellular|single|unknown|no|no|aug|management|36|28|7|32|-1|0|108|no
no|unknown|cellular|married|unknown|no|no|aug|blue-collar|3196|28|4|57|-1|0|161|no
no|tertiary|cellular|married|unknown|no|no|aug|management|-6|28|6|31|-1|0|198|no
no|tertiary|cellular|single|unknown|no|no|aug|technician|0|28|6|30|-1|0|262|no
no|primary|cellular|married|unknown|yes|no|aug|retired|556|28|4|56|-1|0|102|no
no|secondary|telephone|married|unknown|no|no|aug|management|58|28|20|37|-1|0|75|no
no|secondary|cellular|married|unknown|no|no|aug|technician|0|28|14|35|-1|0|19|no
no|tertiary|cellular|married|unknown|no|no|aug|management|1559|28|7|41|-1|0|74|no
no|tertiary|cellular|married|unknown|no|no|aug|management|3486|28|10|34|-1|0|23|no
no|tertiary|cellular|married|unknown|no|no|aug|management|3762|28|12|44|-1|0|125|no
no|secondary|cellular|married|unknown|no|no|aug|technician|170|28|24|40|-1|0|12|no
no|tertiary|cellular|married|unknown|no|no|aug|management|3|28|17|31|-1|0|12|no
no|secondary|cellular|married|unknown|no|no|aug|technician|801|28|4|41|-1|0|65|no
no|tertiary|cellular|married|unknown|no|no|aug|management|2431|28|19|32|-1|0|19|no
no|tertiary|cellular|married|unknown|no|yes|aug|management|839|28|11|37|-1|0|87|no
no|tertiary|cellular|single|unknown|no|no|aug|technician|0|28|2|33|-1|0|56|no
no|secondary|cellular|married|unknown|no|no|aug|management|333|28|6|33|-1|0|80|no
no|tertiary|cellular|married|unknown|no|no|aug|management|-542|28|2|52|-1|0|80|no
no|secondary|cellular|married|unknown|no|yes|aug|housemaid|500|28|2|49|-1|0|105|no
yes|primary|cellular|married|unknown|no|no|aug|housemaid|42|28|4|53|-1|0|81|no
no|tertiary|cellular|married|unknown|no|no|aug|services|0|28|2|54|-1|0|282|no
no|tertiary|cellular|divorced|unknown|no|no|aug|management|866|28|3|59|-1|0|46|no
no|secondary|cellular|single|unknown|no|no|aug|technician|1052|28|2|30|-1|0|147|no
yes|tertiary|cellular|single|unknown|no|no|aug|technician|-6|28|8|34|-1|0|79|no
no|secondary|cellular|married|unknown|yes|no|aug|management|-105|28|2|42|-1|0|60|no
no|tertiary|cellular|divorced|unknown|no|no|aug|management|51|28|2|59|-1|0|129|no
no|tertiary|cellular|single|unknown|no|no|aug|management|1608|28|21|42|-1|0|13|no
no|tertiary|cellular|single|unknown|no|no|aug|management|0|28|2|43|-1|0|331|no
no|tertiary|cellular|married|unknown|yes|no|aug|management|1666|28|4|40|-1|0|271|no
no|tertiary|cellular|married|unknown|yes|no|aug|management|2696|28|10|43|-1|0|86|no
no|unknown|cellular|married|unknown|no|no|aug|retired|0|28|2|60|-1|0|113|no
no|secondary|telephone|divorced|unknown|no|no|aug|technician|-105|28|2|47|-1|0|192|no
no|primary|cellular|married|unknown|no|no|aug|retired|75|28|2|57|-1|0|118|no
no|tertiary|cellular|married|unknown|no|no|aug|management|236|28|2|37|-1|0|95|no
no|tertiary|cellular|married|unknown|no|no|aug|management|-671|28|2|42|-1|0|80|no
no|tertiary|cellular|married|unknown|no|no|aug|management|659|28|13|36|-1|0|90|no
no|primary|cellular|married|unknown|no|no|aug|housemaid|1233|28|2|55|-1|0|97|no
no|tertiary|cellular|married|unknown|no|no|aug|management|0|28|2|32|-1|0|74|no
no|secondary|cellular|married|unknown|no|no|aug|blue-collar|0|28|2|49|-1|0|173|no
no|secondary|cellular|married|unknown|no|yes|aug|housemaid|156|28|4|32|-1|0|82|no
no|tertiary|cellular|single|unknown|no|no|aug|technician|44|28|13|31|-1|0|16|no
no|secondary|cellular|married|unknown|yes|no|aug|technician|1309|28|4|37|-1|0|77|no
no|secondary|cellular|single|unknown|yes|no|aug|technician|2421|28|8|32|-1|0|14|no
no|secondary|cellular|married|unknown|no|no|aug|technician|0|28|2|46|-1|0|63|no
no|secondary|cellular|single|unknown|no|no|aug|technician|23|28|2|31|-1|0|110|no
no|tertiary|cellular|single|unknown|no|no|aug|management|0|28|10|33|-1|0|59|no
no|secondary|cellular|divorced|unknown|no|no|aug|technician|0|28|2|43|-1|0|192|no
no|secondary|cellular|married|unknown|no|no|aug|blue-collar|326|28|9|50|-1|0|157|no
no|primary|cellular|married|unknown|no|no|aug|blue-collar|403|28|6|50|-1|0|119|no
no|secondary|cellular|married|unknown|no|no|aug|technician|1|28|2|34|-1|0|535|yes
no|tertiary|cellular|married|unknown|no|no|aug|management|0|28|13|32|-1|0|15|no
no|tertiary|cellular|married|unknown|no|no|aug|management|-3|28|2|46|-1|0|205|no
no|tertiary|cellular|married|unknown|no|no|aug|management|60|28|2|31|-1|0|302|no
no|primary|cellular|married|unknown|no|no|aug|blue-collar|751|28|4|45|-1|0|151|no
no|secondary|cellular|married|unknown|no|no|aug|services|1545|28|8|50|-1|0|56|no
no|secondary|cellular|married|unknown|no|no|aug|admin.|23|28|7|31|-1|0|322|no
no|secondary|cellular|single|unknown|no|no|aug|technician|0|28|4|34|-1|0|54|no
no|tertiary|cellular|single|unknown|yes|no|aug|management|20261|28|10|30|-1|0|81|no
no|secondary|cellular|married|unknown|no|no|aug|retired|1887|28|8|59|-1|0|88|no
no|tertiary|cellular|single|unknown|no|no|aug|unemployed|786|28|11|34|-1|0|122|no
no|secondary|cellular|divorced|unknown|no|no|aug|technician|2179|28|10|44|-1|0|180|no
no|tertiary|cellular|single|unknown|yes|no|aug|technician|632|28|7|32|-1|0|82|no
no|tertiary|cellular|single|unknown|no|no|aug|unemployed|99|28|35|32|-1|0|49|no
no|secondary|cellular|married|unknown|no|no|aug|retired|185|28|4|55|-1|0|26|no
no|secondary|cellular|divorced|unknown|yes|no|aug|technician|305|28|4|42|-1|0|82|no
no|secondary|cellular|married|unknown|no|no|aug|technician|278|28|16|36|-1|0|121|no
no|tertiary|cellular|single|unknown|no|no|aug|technician|187|28|4|30|-1|0|66|no
no|tertiary|cellular|married|unknown|no|yes|aug|management|761|28|6|53|-1|0|85|no
no|secondary|cellular|married|unknown|no|no|aug|retired|123|28|8|55|-1|0|70|no
no|secondary|cellular|married|unknown|no|yes|aug|technician|-997|28|7|50|-1|0|70|no
no|tertiary|cellular|married|unknown|no|no|aug|technician|80|28|32|43|-1|0|9|no
no|tertiary|cellular|married|unknown|no|no|aug|retired|486|28|4|60|-1|0|139|no
no|tertiary|cellular|single|unknown|no|yes|aug|management|759|28|6|42|-1|0|105|no
no|tertiary|cellular|single|unknown|no|no|aug|management|46|28|17|34|-1|0|211|no
no|secondary|cellular|married|unknown|no|no|aug|student|140|28|21|38|-1|0|12|no
no|tertiary|cellular|married|unknown|no|no|aug|management|6743|28|13|37|-1|0|13|no
no|secondary|cellular|married|unknown|no|no|aug|technician|1946|28|9|41|-1|0|327|no
no|secondary|cellular|married|unknown|no|no|aug|retired|0|28|15|59|-1|0|23|no
no|tertiary|cellular|married|unknown|no|no|aug|management|1906|28|6|46|-1|0|44|no
no|secondary|cellular|married|unknown|no|no|aug|technician|0|28|10|34|-1|0|183|no
no|secondary|cellular|married|unknown|no|no|aug|technician|1232|28|11|40|-1|0|175|no
no|secondary|cellular|married|unknown|no|no|aug|management|859|28|15|37|-1|0|246|no
no|tertiary|cellular|divorced|unknown|no|no|aug|management|0|28|10|44|-1|0|70|no
no|tertiary|cellular|single|unknown|no|no|aug|technician|0|28|19|30|-1|0|20|no
no|tertiary|cellular|single|unknown|no|no|aug|services|0|28|12|32|-1|0|23|no
no|secondary|cellular|married|unknown|no|no|aug|blue-collar|6288|28|14|50|-1|0|20|no
no|secondary|cellular|married|unknown|no|yes|aug|technician|1013|28|8|42|-1|0|117|no
no|secondary|cellular|divorced|unknown|no|no|aug|technician|37|28|16|42|-1|0|28|no
no|secondary|cellular|married|unknown|no|no|aug|retired|0|28|7|59|-1|0|359|no
no|tertiary|cellular|married|unknown|yes|no|aug|management|217|28|4|44|-1|0|203|no
yes|unknown|cellular|married|unknown|no|no|aug|services|0|28|22|47|-1|0|21|no
no|tertiary|cellular|married|unknown|no|no|aug|technician|0|28|15|52|-1|0|84|no
